title,sentence,score
Great for office,I got this as a gift for my hubby. He wanted to listen to his ipod at work. This does the job very nicely. We like the look of it and that it does not take up much room. Price was right.,1
"No, no, no, no....","Just a bunch of silly religious crap (can I say crap?). Are we really suppose to believe that heaven conveniently fits all of the Christian expectations and that only good ""Christians"" get in??? The part that I thought was amusing was when he described heaven's ""gates."" Heaven's gates are as far as he could see in both directions and as high as he could see up. I thought, as I read, that his face was plastered against the dash and he could not move his head....so....he was most likely looking at the crushed dashboard....just a thought....Save your money or buy ""Conversations with god"" if you want some sort of minor religious experience...",0
"Good, But Somewhat Too...","Good book, but somewhat too technical and detailed for a beginning ""Idiot"". However, the word complete, as in ""The Complete Idiot's Guide..."" is accurate. I bought this for a couple of novices, but they found it to be confusing and too much to learn in the beginning, so after a few chapters, they lost interest, due to ""overload"" and stopped reading. It was much more than the ""basics"". I would recommend this book for someone with a somewhat fair amount of wine knowledge, looking to add more detailed info to their personal data base. Good reference book on wine.",1
Book Exceeds Expectations,"This book was a pleasant surprise. I expected it to be either a sordid tell-all type book or a slobbering fan's paen to his beloved Jesse. Instead I discovered a well-written, intelligent, honest, and entertaining biography. It is not perfect. The author errs on the side of caution, not discussing the darker elements of James' life, but such sordid details seem beneath the author. If the quote in the above review is an example of Mr. James' writing ability, this is the book to buy.",1
good,"The feathers get out of it so easily, and it is black, so you can see a lot of white spots everywhere. If you don't mind that, get it, if you do mind that, get another one. Feels really good and comfortable, and it is very warm.",1
satisfied customer,we are thrilled with the value an quickness we recieved our order an will be a repeat buyer,1
1984 - A Book About the Future,"What can you say about this book that hasn't already been said? It's dark. It's real dark. It's real, real dark. Get your flashlight. The future is not a nice place and this is no fairytale. It is, however, a classic and a must read.",1
"Movie's great, DVD wasn't!","Well, I do love the movie ""The Champ"". Actually, we ""tried"" to watch it last night and it was completely fine until about the 8th scene, where it stopped and there was nothing on it afterward. We tried to put it into another DVD player on another tv and unfortunately, the same thing. I guess the DVD is defective. It was mailed in good time and everything in that regard was fine, it's just that it didn't work after the 8th scene. We tried everything after that scene, yet nothing would show. Well, I hope I could get another copy. thanks.",0
I hate war but I loved this book!,Yes it sounds oxymoronic but it is so! Sidney Stewart manages to make us share the most awful condtions human beings can be submitted to but never get desperate about a possible change.A lesson of humility and courage.,1
Joseba Deuna,"Interesting but shallow. It presents seven African animals in a normal length film, therefore it dedicates not much time to each of them. Video quality is good. I have seen better films on African animals.",0
Unsafe & cheaply made,"We baught this gate a few months ago to keep my dog from going on the new carpet down the hallway. When the dog was outside we would take the gate down so we did not have to continue stepping over it. Well, this continued putting up and taking down has bent the bar that holds the pressure to the walls. No my 4 year old can touch it and it will just fall over. Do not buy this gate if you will be taking it up and down often. Also it is not very sturdy and will not support a child weight from pulling on it. We are expecting another baby in August and I will be getting a different gate.",0
